crescente,date,day,decrescente,point,survey,total
2623,03/07,3,2883,241,7,5506
3048,04/07,4,2850,241,7,5898
2909,05/07,5,3439,241,7,6348
3037,06/07,6,3820,241,7,6857
2910,07/07,7,3974,241,7,6884
4413,01/07,1,5126,245,7,9539
4138,02/07,2,3632,245,7,7770
4583,03/07,3,4405,245,7,8988
4648,04/07,4,4663,245,7,9311
4695,05/07,5,4947,245,7,9642
4710,06/07,6,5052,245,7,9762
5443,07/07,7,4961,245,7,10404
1468,01/07,1,1212,81,7,2680
1041,02/07,2,1252,81,7,2293
1499,03/07,3,1684,81,7,3183
1224,04/07,4,1433,81,7,2657
1410,05/07,5,1504,81,7,2914
1467,06/07,6,1426,81,7,2893
1639,07/07,7,1605,81,7,3244
701,01/07,1,1028,173,7,1729
531,02/07,2,1181,173,7,1712
607,03/07,3,1211,173,7,1818
673,04/07,4,1199,173,7,1872
823,05/07,5,1116,173,7,1939
758,06/07,6,1179,173,7,1937
804,07/07,7,1341,173,7,2145
2873,01/07,1,4394,253,7,7267
2684,02/07,2,2848,253,7,5532
4604,03/07,3,4118,253,7,8722
3239,04/07,4,3538,253,7,6777
3467,05/07,5,3749,253,7,7216
3558,06/07,6,4002,253,7,7560
3784,07/07,7,4448,253,7,8232
2319,01/07,1,2546,204,7,4865
2247,02/07,2,2121,204,7,4368
2641,03/07,3,2407,204,7,5048
2503,04/07,4,2464,204,7,4967
2551,05/07,5,2514,204,7,5065
2704,06/07,6,2634,204,7,5338
2912,07/07,7,3044,204,7,5956
1470,01/07,1,1650,233,7,3120
1316,02/07,2,1260,233,7,2576
1852,03/07,3,1807,233,7,3659
1849,04/07,4,1864,233,7,3713
1847,05/07,5,1691,233,7,3538
1778,06/07,6,1955,233,7,3733
1920,07/07,7,2198,233,7,4118
3144,01/07,1,3407,278,7,6551
3078,02/07,2,2633,278,7,5711
2750,03/07,3,2848,278,7,5598
2675,04/07,4,2636,278,7,5311
2819,05/07,5,2861,278,7,5680
3179,06/07,6,3876,278,7,7055
4477,07/07,7,4000,278,7,8477
2432,01/07,1,2557,184,7,4989
2681,02/07,2,1926,184,7,4607
2268,03/07,3,2174,184,7,4442
2029,04/07,4,2205,184,7,4234
2300,05/07,5,2182,184,7,4482
2276,06/07,6,2338,184,7,4614
2513,07/07,7,2658,184,7,5171
416,01/07,1,463,249,7,879
462,02/07,2,369,249,7,831
465,03/07,3,496,249,7,961
474,04/07,4,477,249,7,951
490,05/07,5,482,249,7,972
489,06/07,6,496,249,7,985
512,07/07,7,519,249,7,1031
2052,01/07,1,1796,170,7,3848
1370,02/07,2,2188,170,7,3558
1985,03/07,3,1860,170,7,3845
1920,04/07,4,1917,170,7,3837
1966,05/07,5,1976,170,7,3942
1939,06/07,6,1969,170,7,3908
2238,07/07,7,2345,170,7,4583
