"index","cod_mun_origem","cod_mun_destino","totalCost","cod_nos","costs"
"0","2910800","4300208","-3.906369394439573E-8","[2910800,3550308,4310207,4300208]","[-1.0,-0.05923790649491037,-3.5582453046681613E-6,-3.906369394439573E-8]"
"0","2910800","3101300","-6.729502552669862E-9","[2910800,3549904,3513405,3133006,3101300]","[-1.0,-0.0030357625439149626,-2.5567311311203207E-5,-6.940360299320184E-7,-6.729502552669862E-9]"
"0","2910800","2500304","-6.471672715506045E-6","[2910800,2611606,2507507,2500304]","[-1.0,-0.020304477074137465,-5.271460857701521E-4,-6.471672715506045E-6]"
"0","2910800","2500403","-7.390717580693302E-7","[2910800,2800308,2504009,2500403]","[-1.0,-0.08564093324925683,-8.678537376512591E-4,-7.390717580693302E-7]"
"0","2910800","2500502","-9.973324370085093E-7","[2910800,2506301,2500502]","[-1.0,-2.702459237906495E-5,-9.973324370085093E-7]"
"0","2910800","2600609","-2.8145402374821168E-5","[2910800,2610905,2600609]","[-1.0,-7.927213764525718E-4,-2.8145402374821168E-5]"
"0","2910800","2200251","-3.54713628523413E-5","[2910800,2208007,2200251]","[-1.0,-0.014917574993243851,-3.54713628523413E-5]"
"0","2910800","2900702","-0.021007116475993154","[2910800,2900702]","[-1.0,-0.021007116475993154]"
"0","2910800","2100204","-1.4604727413682562E-6","[2910800,2111300,2100204]","[-1.0,-0.006891271056661562,-1.4604727413682562E-6]"
"0","2910800","2300507","-3.7809360081071957E-6","[2910800,2312908,2300507]","[-1.0,-0.0016575083325826503,-3.7809360081071957E-6]"
"0","2910800","2500536","-5.088070452198792E-7","[2910800,2612505,2500536]","[-1.0,-3.603278983875326E-5,-5.088070452198792E-7]"
"0","2910800","5000252","-4.378431913479394E-8","[2910800,3550308,5002704,5000252]","[-1.0,-0.05923790649491037,-7.797330473119779E-4,-4.378431913479394E-8]"
"0","2910800","2900801","-8.751632979031857E-5","[2910800,3131307,2900801]","[-1.0,-0.018430772002522296,-8.751632979031857E-5]"
"0","2910800","2100303","-6.600952394928688E-6","[2910800,2103000,2100303]","[-1.0,-2.0718854157283128E-4,-6.600952394928688E-6]"
"0","2910800","4300307","-3.440332486503357E-7","[2910800,2914802,4300307]","[-1.0,-0.01766507521844879,-3.440332486503357E-7]"
"0","2910800","3200201","-3.033979875561088E-5","[2910800,3106200,3200201]","[-1.0,-0.029673002432213314,-3.033979875561088E-5]"
"0","2910800","4300406","-9.136069761985253E-7","[2910800,3550308,4314902,4300406]","[-1.0,-0.05923790649491037,-0.0036286652935534334,-9.136069761985253E-7]"
"0","2910800","2200277","-1.750231719687893E-5","[2910800,2208007,2200277]","[-1.0,-0.014917574993243851,-1.750231719687893E-5]"
"0","2910800","4300455","-8.181718238867278E-9","[2910800,3550308,4310207,4300455]","[-1.0,-0.05923790649491037,-3.5582453046681613E-6,-8.181718238867278E-9]"
"0","2910800","1500404","-3.0549257070704267E-7","[2910800,1501402,1506807,1500404]","[-1.0,-0.00438699216286821,-3.049042987679116E-4,-3.0549257070704267E-7]"
"0","2910800","2400505","-4.390620921627611E-6","[2910800,2408003,2400505]","[-1.0,-0.0117196648950545,-4.390620921627611E-6]"
"0","2910800","5200308","-2.5577295822145537E-5","[2910800,5300108,5200308]","[-1.0,-0.012701558418160525,-2.5577295822145537E-5]"
"0","2910800","3101607","-4.843252813565292E-5","[2910800,3106200,3101607]","[-1.0,-0.029673002432213314,-4.843252813565292E-5]"
"0","2910800","3200300","-1.692968080034859E-6","[2910800,2914802,3205309,3200300]","[-1.0,-0.01766507521844879,-0.0018185597523656747,-1.692968080034859E-6]"
"0","2910800","4200705","-9.592113864726561E-7","[2910800,4203253,4209300,4200705]","[-1.0,-0.0030988199261327808,-6.890450139517605E-4,-9.592113864726561E-7]"
"0","2910800","2500577","-4.6383124127109686E-7","[2910800,2800308,2504009,2500577]","[-1.0,-0.08564093324925683,-8.678537376512591E-4,-4.6383124127109686E-7]"
"0","2910800","2500601","-6.235480280633562E-6","[2910800,2611606,2507507,2500601]","[-1.0,-0.020304477074137465,-5.271460857701521E-4,-6.235480280633562E-6]"
"0","2910800","2600708","-4.829495011786273E-6","[2910800,2408003,2606200,2600708]","[-1.0,-0.0117196648950545,-1.913578951676034E-4,-4.829495011786273E-6]"
"0","2910800","1700350","-9.003556451208312E-7","[2910800,5211503,1700350]","[-1.0,-5.044590577425457E-4,-9.003556451208312E-7]"
"0","2910800","2900900","-5.091692080024969E-5","[2910800,2914802,2900900]","[-1.0,-0.01766507521844879,-5.091692080024969E-5]"
"0","2910800","1700400","-8.403649224649739E-7","[2910800,1707009,1700400]","[-1.0,-2.5222952887127287E-4,-8.403649224649739E-7]"
"0","2910800","3101706","-0.0010899918926222862","[2910800,3101706]","[-1.0,-0.0010899918926222862]"
"0","2910800","2400604","-5.671218690435664E-6","[2910800,2408003,2400604]","[-1.0,-0.0117196648950545,-5.671218690435664E-6]"
"0","2910800","4300471","-6.7017201584512765E-6","[2910800,3104007,4300471]","[-1.0,-7.11647599315377E-4,-6.7017201584512765E-6]"
"0","2910800","3101805","-1.2959659168084666E-5","[2910800,3131307,3127701,3101805]","[-1.0,-0.018430772002522296,-0.001428938419704703,-1.2959659168084666E-5]"
"0","2910800","4300505","-1.5256136745192598E-7","[2910800,4300901,4307005,4321956,4300505]","[-1.0,-0.0068282136744437436,-9.437558414215779E-4,-3.945406474937308E-6,-1.5256136745192598E-7]"
"0","2910800","3101904","-3.4678427308706976E-6","[2910800,3550308,3101904]","[-1.0,-0.05923790649491037,-3.4678427308706976E-6]"
"0","2910800","5100250","-3.603278983875326E-5","[2910800,5100250]","[-1.0,-3.603278983875326E-5]"
"0","2910800","1100015","-1.1078668989339318E-6","[2910800,1100023,1100015]","[-1.0,-2.3421313395189622E-4,-1.1078668989339318E-6]"
"0","2910800","3500907","-2.924211979700445E-7","[2910800,3533908,3500907]","[-1.0,-1.8016394919376631E-4,-2.924211979700445E-7]"
"0","2910800","1500602","-1.0423775396821613E-4","[2910800,1501402,1500602]","[-1.0,-0.00438699216286821,-1.0423775396821613E-4]"
"0","2910800","2100402","-2.0877665541939866E-7","[2910800,2211001,2101202,2100402]","[-1.0,-0.03362760111701649,-1.0291819209445439E-4,-2.0877665541939866E-7]"
"0","2910800","4100459","-2.802884880663714E-9","[2910800,4106902,4117800,4100459]","[-1.0,-0.0019547788487523647,-1.9339905676579626E-7,-2.802884880663714E-9]"
"0","2910800","2300606","-1.5780879147164569E-6","[2910800,2307304,2300606]","[-1.0,-0.00251328709125304,-1.5780879147164569E-6]"
"0","2910800","3102001","-1.641710740161936E-6","[2910800,3550308,3102001]","[-1.0,-0.05923790649491037,-1.641710740161936E-6]"
"0","2910800","2600807","-9.61703850860794E-6","[2910800,2604106,2600807]","[-1.0,-0.0032970002702459237,-9.61703850860794E-6]"
"0","2910800","3501004","-8.484575444232336E-6","[2910800,3543402,3501004]","[-1.0,-0.004197820016214756,-8.484575444232336E-6]"
"0","2910800","3501103","-3.4819219010030035E-7","[2910800,3549805,3537305,3501103]","[-1.0,-0.0085577875867039,-3.513917940093301E-5,-3.4819219010030035E-7]"
"0","2910800","1400050","-1.4720314337138868E-7","[2910800,5300108,1400100,1400050]","[-1.0,-0.012701558418160525,-1.3641272317206626E-4,-1.4720314337138868E-7]"
"0","2910800","4300554","-1.9098324461707448E-7","[2910800,3550308,4314902,4307500,4300554]","[-1.0,-0.05923790649491037,-0.0036286652935534334,-1.0873265395206305E-6,-1.9098324461707448E-7]"
"0","2910800","2100436","-2.570764950499113E-5","[2910800,2208007,2108454,2100436]","[-1.0,-0.014917574993243851,-2.926387435318157E-4,-2.570764950499113E-5]"
"0","2910800","2100477","-1.5213257722586003E-6","[2910800,2111300,2100477]","[-1.0,-0.006891271056661562,-1.5213257722586003E-6]"
"0","2910800","1100379","-3.18149396630676E-9","[2910800,1100023,1100288,1100379]","[-1.0,-2.3421313395189622E-4,-9.064365536732169E-7,-3.18149396630676E-9]"
"0","2910800","4200754","-1.5499837653295262E-6","[2910800,3106200,3144300,4200754]","[-1.0,-0.029673002432213314,-4.147536939793482E-5,-1.5499837653295262E-6]"
"0","2910800","5100359","-1.6304467915218762E-6","[2910800,5208707,5100359]","[-1.0,-0.005612107017385821,-1.6304467915218762E-6]"
"0","2910800","3102050","-9.374055376355427E-7","[2910800,3139409,3102050]","[-1.0,-1.080983695162598E-4,-9.374055376355427E-7]"
"0","2910800","2400703","-1.8294253840115046E-5","[2910800,2408003,2400703]","[-1.0,-0.0117196648950545,-1.8294253840115046E-5]"
"0","2910800","4300570","-2.416281198934734E-7","[2910800,3550308,4314902,4300570]","[-1.0,-0.05923790649491037,-0.0036286652935534334,-2.416281198934734E-7]"
"0","2910800","5100409","-5.40491847581299E-5","[2910800,5100409]","[-1.0,-5.40491847581299E-5]"
"0","2910800","5200555","-1.0683839374644772E-6","[2910800,5208707,5200555]","[-1.0,-0.005612107017385821,-1.0683839374644772E-6]"
"0","2910800","3153509","-2.4345568279599345E-6","[2910800,3139409,3153509]","[-1.0,-1.080983695162598E-4,-2.4345568279599345E-6]"
"0","2910800","2200301","-3.288257589739829E-6","[2910800,2211001,2200301]","[-1.0,-0.03362760111701649,-3.288257589739829E-6]"
"0","2910800","5100508","-1.5078339097604192E-6","[2910800,5103403,5103502,5100508]","[-1.0,-4.6842626790379244E-4,-7.429569286638894E-6,-1.5078339097604192E-6]"
"0","2910800","4128625","-1.613415626857141E-7","[2910800,4115200,4128625]","[-1.0,-0.0011170164850013513,-1.613415626857141E-7]"
"0","2910800","1100403","-2.5514510399690552E-6","[2910800,1100023,1100403]","[-1.0,-2.3421313395189622E-4,-2.5514510399690552E-6]"
"0","2910800","5200605","-6.6115736883998374E-6","[2910800,5300108,5200605]","[-1.0,-0.012701558418160525,-6.6115736883998374E-6]"
"0","2910800","4100608","-1.2439394154530968E-6","[2910800,3550308,4100608]","[-1.0,-0.05923790649491037,-1.2439394154530968E-6]"
"0","2910800","4100707","-2.752746830997833E-7","[2910800,4104808,4100707]","[-1.0,-4.6842626790379244E-4,-2.752746830997833E-7]"
