cod_destino,cod_origem,passageiros_rodov_pred_log,passageiros_rodov_pred
5104906,5104104,2.8435109,697
5104906,5104559,1.2023325,15
5104906,5208707,2.757787,572
5104906,5101803,2.0324605,107
5104906,5210208,1.1838405,15
5104906,5300108,2.4736707,297
5104906,5201108,1.4190103,26
5104906,5102678,1.8317512,67
5104906,5107909,1.9836683,96
5104906,5106190,0.6628077,4
5104906,5107040,1.7324163,54
5104906,5105259,1.8902162,77
5104906,5106224,1.7255104,53
5104906,5107925,1.9633518,91
5104906,5105903,1.7815615,60
5104906,5107701,1.890977,77
5104906,5107602,1.9725796,93
5104906,5104807,1.5378014,34
5104906,1100304,1.832225,67
5104906,5103502,1.7551402,56
5104906,5107263,0.6868516,4
5104906,5217203,1.5811508,38
5104906,5108857,0.8986254,7
5104906,5220108,1.1765873,15
5104906,5108907,0.6871906,4
5104906,5103452,1.3360467,21
5104906,5106232,2.0683763,117
5104906,5105176,0.9783108,9
5104906,5107875,1.7345926,54
5104906,5106216,0.9381432,8
5104906,5107958,1.7354051,54
5104906,5104542,0.54930043,3
5104906,5103908,0.83414274,6
5104906,5105101,1.0803852,12
5104906,5105150,1.6139779,41
5104906,5106273,0.90225303,7
5104906,5106802,1.2272336,16
5104906,5106422,1.3350935,21
5104906,5108006,1.1311374,13
5104906,5107305,1.0489217,11
5104906,5108055,1.2883242,19
5104906,5100508,1.2574797,18
5104906,1505031,1.8317071,67
5104906,5101704,2.0407562,109
5104906,5101407,1.6108943,40
5104906,5102686,0.6006466,3
5104906,5103205,1.1564388,14
5104906,5100250,1.0627713,11
5104906,5102850,0.94957614,8
5104906,5102793,1.0833066,12
5104906,5101902,1.2847091,19
5104906,5102637,1.5564058,36
5104906,5101308,1.498124,31
5001003,5103403,2.2946572,197
5001003,3509502,2.991165,979
5001003,3550308,3.085804,1218
5001003,5101803,1.340718,21
5001003,4104808,1.629349,42
5001003,3541406,2.5344658,342
5001003,5218805,2.387003,243
5001003,5204300,1.9877777,97
5001003,5210802,2.1046298,127
5001003,5107602,1.672422,47
5001003,3549805,3.456204,2858
5001003,4115200,2.4927788,311
5001003,5213103,1.7170221,52
5001003,5100300,1.7800469,60
5001003,5100409,1.0742657,11
5001003,5002704,2.5816512,381
5001003,4310207,0.5474949,3
5001003,4313706,0.57185125,3
5001003,4313904,0.2760895,1
5001003,4314100,0.39785388,2
5001003,4304705,0.7177527,5
5001003,4320107,0.4643977,2
5001003,4308508,0.69943804,5
5001003,3546603,3.7435408,5540
5001003,3515509,2.9965613,992
5001003,3524808,3.160768,1447
5001003,3557105,2.549475,354
5001003,3548906,1.3284862,21
5001003,4210506,0.50036144,3
5001003,4217204,0.89162844,7
5001003,4219507,0.75120544,5
5001003,4108403,0.9406083,8
5001003,4118501,1.0101322,10
5001003,4104303,1.5570364,36
5001003,4204301,0.67477965,4
5001003,4204202,0.949235,8
5001003,4128005,0.5522062,3
5001003,5211305,2.0041754,100
5001003,5211909,2.212665,163
5001003,5107065,1.2431582,17
5001003,5107180,1.2250485,16
5001003,5106257,0.84464306,6
5001003,5000203,1.3278323,21
5001003,5002902,2.452054,283
5001003,5003256,1.6862241,48
5001003,4216701,0.55094385,3
5001003,5007109,1.4142706,25
5001003,5006309,3.7137141,5172
5001003,5100607,1.4309171,26
5001003,4121406,0.806661,6
5001003,5008305,2.7412572,551
5001003,5002951,2.1142766,130
5001003,5100201,1.0704296,11
5001003,4308904,0.2553118,1
5001003,4205308,0.0,1
5001003,4307005,0.43539083,2
5001003,5006606,1.1594437,14
5001003,3520442,2.0605648,114
5001003,4203105,0.45810372,2
5001003,5004403,1.358521,22
5001003,5007802,1.4123887,25
4320206,5103403,1.0507953,11
4320206,5208707,1.3518224,22
4320206,5101803,1.0065625,10
4320206,5201108,0.6915164,4
4320206,5211800,0.4498168,2
4320206,5221601,0.20472683,1
4320206,5218003,0.43194142,2
4320206,4314902,2.6715865,469
4320206,4314407,1.405888,25
4320206,1705508,0.5299289,3
4320206,2101400,1.0395098,10
4320206,2104057,0.053999893,1
4320206,1716109,0.4587991,2
4320206,1713304,0.22922827,1
4320206,1709302,0.12631038,1
4320206,1702109,0.63666594,4
4320206,1709500,0.299469,1
4320206,4104808,1.8135191,65
4320206,4108304,2.2097843,162
4320206,4115804,1.4461274,27
4320206,4315602,1.5653886,36
4320206,3541406,1.2808317,19
4320206,5107602,0.9262138,8
4320206,3549805,1.4322238,27
4320206,5104807,0.4985902,3
4320206,4115200,1.4303654,26
4320206,5002704,1.2006689,15
4320206,4321204,1.2945476,19
4320206,4317509,1.4584895,28
4320206,4317202,1.5301704,33
4320206,4312401,1.3264922,21
4320206,4309001,0.66941434,4
4320206,4313706,2.0227401,105
4320206,4313904,1.3886093,24
4320206,4311403,1.9421359,87
4320206,4311205,0.9274011,8
4320206,4316907,2.1207464,132
4320206,4314100,1.9571042,90
4320206,4320800,1.2663872,18
4320206,4304705,2.2809541,190
4320206,4306106,1.6129223,41
4320206,4305702,0.5610183,3
4320206,4310504,2.2883692,194
4320206,4321402,2.0684586,117
4320206,4313805,1.3427488,22
4320206,4321329,1.6566794,45
4320206,4320107,1.6650076,46
4320206,4308508,3.4530406,2838
4320206,4302154,1.7095286,51
4320206,4315909,1.2837771,19
4320206,4305157,0.6946065,4
4320206,4313441,0.94027996,8
4320206,3537305,0.75653976,5
4320206,5005707,0.57892853,3
4320206,4302105,1.7598085,57
4320206,5005681,0.6854742,4
4320206,5004601,0.57309896,3
4320206,5003751,0.45726418,2
4320206,5006002,0.47742593,3
4320206,4305108,2.347812,222
4320206,5211503,0.81836987,6
4320206,4210506,1.8472874,70
4320206,4217204,1.7922921,61
4320206,4127700,1.13095,13
4320206,4114609,1.1390501,13
4320206,4108809,1.0529872,11
4320206,4104303,1.0544447,11
4320206,4115606,0.29251292,1
4320206,4105300,0.33636403,2
4320206,4128005,0.33293527,2
4320206,5003702,1.2939882,19
4320206,5107958,0.78378326,6
4320206,5107065,0.99640745,9
4320206,5105150,0.65087456,4
4320206,3127107,0.5410449,3
4320206,4119806,0.36043194,2
4320206,4311809,1.1762319,15
4320206,4216701,1.1103606,12
4320206,4206405,0.7687995,5
4320206,4104501,0.61372787,4
4320206,5007208,0.48642984,3
4320206,5007935,0.5610449,3
4320206,5003306,0.54842407,3
4320206,4124400,1.1213164,13
4320206,5007695,0.7015367,5
4320206,4304903,1.1431825,13
4320206,5007406,0.4114833,2
4320206,5101704,0.68972224,4
4320206,5101902,0.8011433,6
4320206,5102637,0.90664506,8
4320206,4323408,0.23250452,1
4320206,4322806,1.088899,12
4320206,4321907,1.8994967,79
4320206,4319109,0.80846894,6
4320206,4319604,0.955813,9
4320206,4321808,1.1771725,15
4320206,4206603,0.39673924,2
4320206,4104600,0.22624262,1
4320206,4313300,1.2830682,19
4320206,4204707,0.72437495,5
4320206,4205001,1.7860454,61
4320206,4312807,0.65043974,4
4320206,4312906,0.27967086,1
4320206,4313490,1.295924,19
4320206,4212106,2.1056404,127
4320206,4304002,0.37199154,2
4320206,4302204,0.6757568,4
4320206,4302808,0.859557,7
4320206,4304507,0.8105121,6
4320206,2109502,0.3711435,2
4320206,1700707,0.0,1
4320206,2102804,0.0,1
4320206,4119004,0.68671453,4
4320206,3520442,0.38474047,2
4320206,5213806,0.28305107,1
4320206,4317004,0.6322805,4
4320206,4203105,1.2058911,16
4320206,1715002,0.7371665,5
4320206,1715507,0.84274477,6
4320206,4301958,1.4205261,26
4320206,4306072,2.750256,562
4320206,4307302,1.8701804,74
5001508,5103403,1.6743305,47
5001508,5208707,2.2973974,198
5001508,5101803,0.61877483,4
5001508,5201108,1.1133068,12
5001508,5102678,1.1186064,13
5001508,5107040,0.88970983,7
5001508,3541406,1.3227547,21
5001508,5218805,1.6170157,41
5001508,5204300,0.89563775,7
5001508,5210802,0.8500517,7
5001508,5107602,1.3909576,24
5001508,5104807,0.7457651,5
5001508,5002704,2.527173,336
5001508,4317202,0.64918286,4
5001508,4310504,0.0,1
5001508,4321402,0.065689735,1
5001508,4313805,0.0,1
5001508,4308508,0.31819415,2
5001508,4217204,0.5639226,3
5001508,4114609,0.5917952,3
5001508,4108809,0.42243025,2
5001508,5211305,0.3627537,2
5001508,5106257,0.8692521,7
5001508,5002902,1.22538,16
5001508,5003256,0.99602884,9
5001508,4216701,0.251591,1
5001508,5007935,0.69439393,4
5001508,5003306,0.93865067,8
5001508,4124400,0.08547061,1
5001508,5007695,1.8363365,68
5001508,4121406,1.0208027,10
5001508,5007406,0.93770826,8
5001508,5002951,1.2880893,19
5001508,5100201,0.8363259,6
5001508,5102702,0.6203905,4
5001508,4321808,0.0,1
5001508,4206603,0.03517954,1
5001508,4212106,0.089583226,1
5001508,4309605,0.035522934,1
5001508,5107883,1.1850932,15
5001508,4119004,0.4271057,2
5001508,5002605,1.0799665,12
5001508,5006275,0.22870742,1
5001508,5004908,0.6895649,4
5001508,5003900,0.3811123,2
5001508,5006408,0.45990813,2
5001508,5000252,0.06950452,1
3543907,5103403,2.1698802,147
3543907,3509502,4.024801,10587
3543907,3550308,3.7648597,5819
3543907,5208707,2.9476779,886
3543907,5211800,0.8869278,7
3543907,5221601,0.44585904,2
3543907,5218003,0.78543735,6
3543907,3549904,3.0143406,1033
3543907,3543402,3.4212587,2637
3543907,4106902,2.850865,709
3543907,1721000,1.3836081,24
3543907,1709500,0.9311284,8
3543907,3526902,2.907187,807
3543907,3548500,3.1042173,1271
3543907,4113700,2.9280005,847
3543907,3525904,2.6201541,417
3543907,3538709,3.6989264,4999
3543907,3504008,2.1448483,139
3543907,3501608,3.373597,2363
3543907,5107602,1.9668869,92
3543907,3549805,3.2612438,1824
3543907,5104807,1.1689173,14
3543907,4115200,2.880293,759
3543907,5213103,1.8024216,63
3543907,5100300,1.3619735,23
3543907,5100409,1.2969205,19
3543907,3503307,3.4164238,2608
3543907,3519600,2.2432575,175
3543907,3531308,2.0169158,103
3543907,3522703,2.4339318,271
3543907,3524303,2.2641737,183
3543907,3529005,2.5685534,370
3543907,3518107,1.3129872,20
3543907,3553401,1.8284079,67
3543907,3546603,2.051794,112
3543907,3515509,2.2796745,190
3543907,3527108,2.243897,175
3543907,3524808,2.1104376,128
3543907,3557105,2.1741877,149
3543907,3548906,3.1715193,1484
3543907,3529302,2.3629653,230
3543907,3553708,2.292426,196
3543907,3539301,2.8748732,749
3543907,3506102,2.1858246,153
3543907,3503208,3.0674198,1167
3543907,5211503,1.6896399,48
3543907,4127700,1.752647,56
3543907,4104303,2.005832,101
3543907,4108601,1.8436488,69
3543907,4204301,1.2774824,18
3543907,4112751,1.6552808,45
3543907,4102000,1.502716,31
3543907,4108205,1.009531,10
3543907,3531407,1.7940644,62
3543907,5211909,1.8235139,66
3543907,3505500,2.3149066,206
3543907,3127107,1.7243892,53
3543907,3502101,1.6222782,41
3543907,3502804,2.5825753,382
3543907,4307005,1.1388937,13
3543907,4128203,1.4303181,26
3543907,3506003,3.3205936,2092
3543907,5205406,0.3266951,2
3543907,1718204,0.34372228,2
3543907,3525300,2.9861395,968
3543907,1700707,0.07880516,1
3543907,3520442,1.1049235,12
3543907,4125605,0.7108677,5
3543907,3516705,1.8087626,64
3543907,3530102,1.1758937,14
3543907,3536703,1.7722328,59
3543907,3519105,1.5692891,37
3543907,3512001,1.9020308,79
3543907,3555802,1.365495,23
3543907,3512902,1.3370125,21
3543907,3552700,1.8482125,70
3543907,3502002,1.8125051,64
3543907,3507902,1.9370784,86
3543907,3550407,2.8950484,785
3543907,3532603,1.0691965,11
3543907,3516903,1.8798289,75
3543907,3518909,1.1886593,15
3543907,3537404,1.6350385,43
3543907,3515905,1.3503857,22
3543907,3539905,0.9004263,7
3543907,3528304,1.3328042,21
3543907,3504206,1.5146142,32
3543907,3523602,2.8813608,760
3543907,3512407,2.8519003,711
3543907,3512704,1.8623053,72
5106372,5103403,2.3446987,221
5106372,5208707,2.017802,104
5106372,5204300,0.7007001,5
5106372,5210802,0.83641607,6
5106372,5107602,3.3475974,2226
5106372,3549805,0.9688666,9
5106372,5104807,1.3709333,23
5106372,5213103,1.012822,10
5106372,5100300,1.4122472,25
5106372,5100409,0.8799144,7
5106372,3546603,0.9358779,8
5106372,3557105,1.0146356,10
5106372,5211305,0.25231364,1
5106372,5211909,1.4431391,27
5106372,5002902,1.1261746,13
5106372,5006309,1.1077219,12
5106372,5100607,0.5872483,3
5100102,5103403,3.2069588,1610
5100102,1100049,1.1350125,13
3548906,5103403,2.3808665,240
3548906,3509502,3.7179432,5223
3548906,3550308,3.4503396,2820
3548906,5208707,2.7622025,578
3548906,3170107,0.74142736,5
3548906,5211800,0.65126693,4
3548906,5221601,0.59440595,3
3548906,3106200,3.3529196,2253
3548906,5218003,0.6944283,4
3548906,3304557,3.1110806,1291
3548906,3549904,2.3579078,227
3548906,3543402,3.522075,3327
3548906,4106902,1.8478981,70
3548906,1721000,1.5709436,37
3548906,1709500,1.1868379,15
3548906,3526902,2.19229,155
3548906,3126109,1.6562924,45
3548906,3136702,2.2495837,177
3548906,3548500,2.6313944,427
3548906,4113700,2.915707,823
3548906,3525904,2.237177,172
3548906,3538709,3.210228,1622
3548906,3504008,2.0060766,101
3548906,3501608,2.9053915,804
3548906,5204300,0.86138403,7
3548906,5210802,0.38897902,2
3548906,5107602,1.9298592,85
3548906,3549805,3.3662426,2324
3548906,5104807,0.9621372,9
3548906,4115200,2.7589903,574
3548906,5213103,1.5260704,33
3548906,5100300,1.2493833,17
3548906,5100409,0.7802766,6
3548906,5002704,2.3688262,233
3548906,4304705,1.3971418,24
3548906,3503307,2.606168,403
3548906,3533908,1.6036321,40
3548906,3519600,2.339749,218
3548906,3531506,1.8260238,66
3548906,3551900,1.4210218,26
3548906,3531308,2.506826,321
3548906,3522703,2.7437778,554
3548906,3524303,2.370813,234
3548906,3529005,2.4013174,251
3548906,3537305,1.801311,63
3548906,3553401,1.856439,71
3548906,3546603,1.8534776,71
3548906,3515509,1.73505,54
3548906,3533502,2.3236976,210
3548906,3527108,2.3139799,206
3548906,3524808,2.168054,147
3548906,3557105,1.6737434,47
3548906,3529302,2.5190277,330
3548906,3553708,2.3722808,235
3548906,3539301,2.7994092,630
3548906,3506102,2.4686584,294
3548906,3115508,1.608109,40
3548906,3152501,2.3134553,205
3548906,3151800,2.6792283,477
3548906,3507407,1.9544778,90
3548906,3503208,3.0217547,1051
3548906,5211503,1.7316425,53
3548906,4127700,1.6042063,40
3548906,4104303,1.9826219,96
3548906,4108601,1.3215994,20
3548906,4112751,1.1068981,12
3548906,4102000,1.3319225,21
3548906,4108205,0.5539889,3
3548906,5211305,0.5867429,3
3548906,5211909,1.5018289,31
3548906,5105200,0.39198768,2
3548906,3505500,2.0673711,116
3548906,3127107,1.6691014,46
3548906,5001003,1.4404625,27
3548906,3502804,2.383984,242
3548906,5006309,1.7871765,61
3548906,5001904,1.7051218,50
3548906,3543907,2.6445925,441
3548906,3506003,3.0967832,1249
3548906,5205406,0.10513538,1
3548906,1718204,0.53850913,3
3548906,3511102,2.5422337,348
3548906,3525300,2.9663556,925
3548906,3122306,2.258875,181
3548906,3147907,2.4543052,284
3548906,3164704,2.2093277,161
3548906,1700707,0.0,1
3548906,3506508,1.4934419,31
3548906,3541604,1.5771437,37
3548906,3536703,1.741129,55
3548906,3115102,1.4724759,29
3548906,3514304,2.0696895,117
3548906,3506706,1.7285281,53
3548906,3542909,2.0386806,109
3548906,3506805,2.346544,222
3548906,3517901,0.26907277,1
3548906,3542503,1.0538874,11
3548906,3519105,1.4582504,28
3548906,3512001,1.9548191,90
3548906,3515202,0.99398804,9
3548906,3513702,2.295257,197
3548906,3555802,0.73242676,5
3548906,3512902,0.93711853,8
3548906,3552700,1.6846582,48
3548906,3532900,1.7689611,58
3548906,3540705,2.533877,341
3548906,3526704,2.7466974,558
3548906,3523602,1.9338484,85
5002902,5103403,2.6332529,429
5002902,5208707,3.331786,2146
5002902,5201108,2.29277,196
5002902,5218805,3.2273297,1687
5002902,5204300,2.2783308,189
5002902,5210802,1.642047,43
5002902,5107602,2.3620043,230
5002902,3549805,3.1139538,1300
5002902,5104807,1.2023157,15
5002902,4115200,2.3173,207
5002902,5213103,1.9846889,96
5002902,5100300,1.9093132,81
5002902,5100409,1.2500231,17
5002902,5002704,2.7637312,580
5002902,4320107,0.7731216,5
5002902,3546603,2.944755,880
5002902,3515509,2.548192,353
5002902,3524808,2.5234232,333
5002902,3557105,2.4390814,274
5002902,5211305,1.9657241,92
5002902,5106372,0.9324157,8
5002902,5211909,2.840771,693
5002902,5001003,2.4594424,288
5002902,5001508,0.93787587,8
5002902,5003256,2.215316,164
5002902,5006309,2.829445,675
5002902,5100607,1.9539021,89
5002902,5008305,2.3884966,244
5002902,5002951,2.8425605,695
5002902,3520442,1.3349808,21
5002902,5002605,1.1763983,15
5002902,5006275,1.0880541,12
5002902,5007802,0.6939206,4
5106232,5103403,2.7132578,516
5106232,5103304,1.1352557,13
5106232,3550308,1.5176203,32
5106232,5210208,1.0820811,12
5106232,5300108,1.5465202,35
5106232,3541406,1.0377684,10
5106232,3549805,1.2959214,19
5106232,4115200,0.9219105,8
5106232,5213103,1.1974055,15
5106232,1100304,1.6908681,49
5106232,5103502,1.1105543,12
5106232,5103452,1.1648628,14
5106232,5105176,0.6594581,4
5106232,5107875,1.5160304,32
5106232,5107958,3.0304482,1072
5106232,5105150,1.225951,16
5106232,5107305,0.68388194,4
5106232,5104906,1.9111983,81
5106232,5100508,1.2769377,18
5106232,5101704,2.6328347,429
5106232,5101407,1.272831,18
5106232,5102686,0.44106784,2
5106232,5102850,0.82158875,6
5106232,5101902,1.393473,24
5106232,5102637,2.057648,114
5106232,5101308,1.8966006,78
5106232,5106851,0.9858903,9
5100607,5103403,2.3384223,217
5100607,5210802,1.0830852,12
5100607,5107602,2.1585813,144
5100607,3549805,2.0012279,100
5100607,5104807,1.4345937,27
5100607,5213103,2.2070165,161
5100607,5100300,2.511849,324
5100607,5100409,1.2427896,17
5100607,3515509,1.7232126,52
5100607,3524808,1.7563114,57
5100607,3557105,1.5741456,37
5100607,5106372,0.8791804,7
5100607,5001003,1.6992081,50
5100607,5002902,2.098842,125
5100607,5003256,1.4672884,29
5100607,5006309,2.4877825,307
5100607,5002951,2.3923752,246
5001904,5103403,2.1402085,138
5001904,3509502,2.624651,421
5001904,3550308,3.4547179,2849
5001904,3170206,2.113156,129
5001904,3103504,0.9878228,9
5001904,3170107,1.8249977,66
5001904,5300108,2.0577078,114
5001904,5205109,1.2116601,16
5001904,3106200,2.1489797,140
5001904,3304557,2.1648433,146
5001904,3549904,2.4513566,282
5001904,3543402,2.4578922,287
5001904,3136702,1.2355828,17
5001904,4104808,1.2409502,17
5001904,4113700,3.0198576,1046
5001904,3541406,3.6051035,4028
5001904,3538709,2.377123,238
5001904,3504008,2.3414438,219
5001904,3534708,1.6974583,49
5001904,3501608,2.174846,149
5001904,5107602,2.1144505,130
5001904,3549805,3.1534421,1423
5001904,4115200,2.8515575,710
5001904,5002704,2.7931242,621
5001904,3529005,2.4943771,312
5001904,4120002,1.6035138,40
5001904,3548906,2.067045,116
5001904,3503208,2.120717,132
5001904,4122404,2.1324377,135
5001904,3304201,1.5502111,35
5001904,4128005,0.42795873,2
5001904,5003702,2.062601,115
5001904,5007208,1.8137577,65
5001904,5003306,1.1502831,14
5001904,5007695,1.7754986,59
5001904,3541307,3.8724813,7455
5001904,5007406,1.4259555,26
5001904,5008305,2.8762894,752
5001904,3506003,2.5809321,381
5001904,3525300,1.9781046,95
5001904,3547700,2.1458368,139
5001904,5006606,1.9950446,98
5001904,3541505,2.8824859,762
5001904,3122306,1.440125,27
5001904,3147907,1.3401477,21
5001904,3164704,1.1044968,12
5001904,3536000,1.5764228,37
5001904,3152808,1.3010641,20
5001904,5008404,1.0253379,10
5001904,5003801,1.4694294,29
5001904,5004007,1.4354752,27
5001904,5000807,2.0796173,120
5001904,5003454,1.5102122,32
5001904,5002001,1.6479815,44
5001904,5004700,2.0522978,112
5001904,5006200,2.5543342,358
5001904,5002308,1.7781659,60
5001904,5007554,1.1012247,12
4301800,5103403,0.15794136,1
4301800,4209102,0.9890486,9
4301800,4314100,0.8134167,6
4301800,4320909,0.2972451,1
4301800,4316600,0.6528743,4
4301800,4213203,0.0,1
4301800,4208906,0.28652784,1
4301800,4214805,0.2929241,1
4301800,4209003,1.2456355,17
4301800,4204806,0.5128272,3
4301800,4203600,1.4618635,28
4301800,5003306,0.0,1
4301800,5007695,0.0,1
4301800,4305975,0.075691886,1
4301800,4313607,0.5893447,3
4301800,4309803,0.12639107,1
4301800,4307005,0.9496525,8
4301800,4303202,1.2647327,18
4301800,4318606,0.71549,5
4301800,4304853,0.1371407,1
4301800,4305116,0.0,1
5106257,5103403,2.265412,184
5106257,3509502,1.8993561,79
5106257,3550308,2.7032871,504
5106257,5208707,3.5196316,3308
5106257,5101803,2.9008207,795
5106257,5210208,1.8944151,78
5106257,5300108,2.6078663,405
5106257,5102678,1.6695554,46
5106257,5107040,1.8833452,76
5106257,1504208,1.507228,32
5106257,1506708,2.5337932,341
5106257,1506138,1.4854093,30
5106257,1508407,1.568804,37
5106257,1502954,1.0518378,11
5106257,4104808,1.1185206,13
5106257,5218805,2.3880162,244
5106257,5204300,1.3483725,22
5106257,5210802,1.0993829,12
5106257,4115200,1.2772588,18
5106257,5002704,1.7115043,51
5106257,4310207,0.647887,4
5106257,4317202,0.9121081,8
5106257,4313706,0.3738273,2
5106257,4313904,0.61928016,4
5106257,4310504,0.49912915,3
5106257,4313805,0.24466752,1
5106257,4308508,0.4654275,2
5106257,5005707,0.7516842,5
5106257,5005681,0.4317345,2
5106257,5004601,0.848084,7
5106257,5003751,0.41517183,2
5106257,4210506,0.63940185,4
5106257,4217204,0.73829633,5
5106257,4219507,0.5089241,3
5106257,4127700,0.95338714,8
5106257,4114609,0.5529574,3
5106257,4108809,0.81382823,6
5106257,4104303,0.592686,3
5106257,5003702,1.4807733,30
5106257,5217203,1.7185979,52
5106257,5220108,1.326057,21
5106257,5211909,2.1795454,151
5106257,5107065,1.9924058,98
5106257,5107180,1.3667004,23
5106257,5103908,0.89116496,7
5106257,5001003,1.1283541,13
5106257,5001508,0.88085896,7
5106257,4216701,0.32045847,2
5106257,5006309,2.2594252,181
5106257,5007935,1.5477995,35
5106257,5003306,0.9517447,8
5106257,5007901,1.1613859,14
5106257,4124400,0.26618287,1
5106257,5007695,1.1129892,12
5106257,4121406,1.0553075,11
5106257,5100201,2.719644,524
5106257,5102702,2.2815742,191
5106257,4322301,0.0,1
5106257,4321907,0.20386389,1
5106257,4212106,0.4790405,3
5106257,4308904,0.43466392,2
5106257,4205308,0.105144314,1
5106257,5100359,1.1467822,14
5106257,5106778,1.4557583,28
5106257,5108600,1.6383855,43
5106257,5103353,1.7570373,57
5106257,5107883,1.8473864,70
5106257,4119004,0.691869,4
5106257,3520442,0.9228379,8
5106257,4203105,0.44671398,2
5106257,5102603,2.0047953,101
5106257,5102694,0.5488433,3
5106257,5101852,1.3524468,22
5106257,5106281,1.1694092,14
5106257,5107859,0.9819945,9
5106257,4123857,0.3739433,2
5107180,5103403,1.8263409,67
5107180,3509502,2.0356295,108
5107180,3550308,2.5644915,366
5107180,5208707,3.0185578,1043
5107180,5101803,2.8499782,707
5107180,5210208,1.859576,72
5107180,5300108,2.5978568,396
5107180,5102678,2.038072,109
5107180,5107040,2.149267,141
5107180,1504208,2.1972752,157
5107180,1506708,2.656698,453
5107180,1506138,2.1739285,149
5107180,1508407,2.121753,132
5107180,1502954,1.9136106,81
5107180,4104808,1.3878416,24
5107180,5218805,2.3836262,241
5107180,4115200,1.7654963,58
5107180,4313706,0.9893373,9
5107180,4313904,1.0757271,11
5107180,4308508,1.0820479,12
5107180,4217204,1.1528959,14
5107180,4219507,1.1178209,13
5107180,4104303,1.143733,13
5107180,5217203,1.6947728,49
5107180,5220108,1.6124591,40
5107180,5211909,2.1400604,138
5107180,5107065,2.8926487,780
5107180,5103908,1.0844188,12
5107180,5106257,1.4079727,25
5107180,5001003,1.4621316,28
5107180,4216701,0.9904277,9
5107180,5006309,2.674951,473
5107180,5100201,2.72572,531
5107180,5102702,2.124776,133
5107180,4115309,1.0402868,10
5107180,4308904,0.98256797,9
5107180,4205308,0.5561069,3
5107180,5100359,1.7229486,52
5107180,5106778,1.7876436,61
5107180,5108600,2.0273976,106
5107180,5103353,2.6176963,414
5107180,5107883,2.292508,196
5107180,3520442,1.2700294,18
5107180,4203105,0.74106246,5
5107180,5102694,0.8005568,6
5107180,5101852,1.8572106,71
5107180,5107859,1.3010026,19
5107180,5106315,1.8253765,66
3136702,5103403,1.7803187,60
3136702,3509502,3.5592914,3624
3136702,3550308,4.4398336,27531
3136702,3170206,1.7851708,60
3136702,3170107,1.1993206,15
3136702,5300108,3.2868714,1935
3136702,2918001,0.9323507,8
3136702,3125952,1.5713984,37
3136702,5201108,1.5572262,36
3136702,5211800,0.71112615,5
3136702,3168606,2.31205,205
3136702,3106200,4.2160726,16446
3136702,3304557,4.8073244,64168
3136702,4209102,1.5886936,38
3136702,4208203,1.8763639,75
3136702,4205407,1.9356669,86
3136702,3549904,3.1797001,1512
3136702,3127701,2.6480038,444
3136702,3306305,3.0882905,1225
3136702,3149903,1.9422376,87
3136702,3205309,3.8045897,6376
3136702,2925105,0.64892215,4
3136702,3301009,3.2583807,1812
3136702,3138401,3.0579295,1142
3136702,3131307,2.7680771,586
3136702,3543402,3.2453468,1759
3136702,2933307,2.2015948,159
3136702,2910800,1.8775475,75
3136702,2927408,2.26515,184
3136702,3306008,2.953943,899
3136702,3136207,1.7562275,57
3136702,1721000,1.254272,17
3136702,1709500,1.0304495,10
3136702,3157708,0.65462023,4
3136702,3126109,2.2196057,165
3136702,3145604,2.0816267,120
3136702,3111903,1.4908566,30
3136702,3138203,2.6216757,418
3136702,3111507,1.6628959,46
3136702,3105103,1.5357302,34
3136702,3104007,2.3161554,207
3136702,3105608,3.4121892,2583
3136702,2910727,2.0672681,116
3136702,2915304,0.9239899,8
3136702,2913606,1.6574476,45
3136702,2914802,1.8676393,73
3136702,4104808,1.9018075,79
3136702,4108304,1.6106784,40
3136702,4115804,0.82838666,6
3136702,3548500,3.1990678,1581
3136702,4113700,2.0333755,107
3136702,3541406,1.6429487,43
3136702,3538709,2.8127337,649
3136702,3504008,1.6549689,45
3136702,3534708,1.5039829,31
3136702,3501608,2.392024,246
3136702,5218805,1.624505,42
3136702,5107602,2.07088,117
3136702,2931350,1.9987751,99
3136702,3549805,2.4691737,294
3136702,4115200,2.003677,100
3136702,5213103,1.0558367,11
3136702,5100300,0.86268854,7
3136702,5100409,1.268758,18
3136702,5002704,1.7992758,62
3136702,3129509,1.4684662,29
3136702,3548906,2.1389186,137
3136702,3539301,2.3706849,234
3136702,3115508,2.8076594,642
3136702,3503208,2.3596787,228
3136702,5006002,0.94870615,8
3136702,5211503,1.3271751,21
3136702,3304201,3.253212,1791
3136702,5211909,1.5934038,39
3136702,3145208,1.7507709,56
3136702,3138807,1.8078052,64
3136702,5001904,1.1195612,13
3136702,5206206,1.0970665,12
3136702,1718204,0.6108085,4
3136702,3511102,1.6485066,44
3136702,5204508,2.0004332,100
3136702,3107406,1.8589141,72
3136702,3168507,1.9159642,82
3136702,3302403,2.9753795,944
3136702,3300605,2.3990383,250
3136702,3201209,2.8942928,783
3136702,3300308,3.4118946,2581
3136702,3306206,2.4244707,265
3136702,3203320,2.6068578,404
3136702,3169901,3.4152102,2601
3136702,3144300,1.6064312,40
3136702,3302205,3.1338882,1361
3136702,3303906,3.8297694,6757
3136702,3171303,3.1898537,1548
3136702,3153509,1.8618367,72
3136702,3204203,3.1097503,1287
3136702,3172004,3.0325375,1077
