cod_origem,cod_destino,passageiros_rodov,passageiros_aereo,passageiros_total,prob_rodov,prob_aereo,prob_total
3554102,2507507,7.0,0.0,7.0,0.00029589550661537813,0.0,0.00029589550661537813
3554102,2601102,7.0,0.0,7.0,0.00029589550661537813,0.0,0.00029589550661537813
3554102,2611101,4.0,0.0,4.0,0.00016908314663735893,0.0,0.00016908314663735893
3554102,2611606,12.0,0.0,12.0,0.0005072494399120768,0.0,0.0005072494399120768
3554102,2927408,73.0,0.0,73.0,0.0030857674261318005,0.0,0.0030857674261318005
3554102,3105608,175.0,0.0,175.0,0.0073973876653844525,0.0,0.0073973876653844525
3554102,3106200,1187.0,0.0,1187.0,0.05017542376463626,0.0,0.05017542376463626
3554102,3115508,1001.0,0.0,1001.0,0.04231305744599907,0.0,0.04231305744599907
3554102,3118304,77.0,0.0,77.0,0.003254850572769159,0.0,0.003254850572769159
3554102,3131307,244.0,0.0,244.0,0.010314071944878895,0.0,0.010314071944878895
3554102,3132404,953.0,0.0,953.0,0.040284059686350765,0.0,0.040284059686350765
3554102,3136702,731.0,0.0,731.0,0.030899945047977342,0.0,0.030899945047977342
3554102,3152105,94.0,0.0,94.0,0.003973453945977935,0.0,0.003973453945977935
3554102,3163706,1084.0,0.0,1084.0,0.04582153273872427,0.0,0.04582153273872427
3554102,3169901,196.0,0.0,196.0,0.008285074185230588,0.0,0.008285074185230588
3554102,3171303,383.0,0.0,383.0,0.016189711290527115,0.0,0.016189711290527115
3554102,3205309,314.0,0.0,314.0,0.013273027011032675,0.0,0.013273027011032675
3554102,3301009,54.0,0.0,54.0,0.0022826224796043456,0.0,0.0022826224796043456
3554102,3302403,1.0,0.0,1.0,4.227078665933973e-05,0.0,4.227078665933973e-05
3554102,3304201,1404.0,0.0,1404.0,0.05934818446971298,0.0,0.05934818446971298
3554102,3304557,5781.0,0.0,5781.0,0.24436741767764297,0.0,0.24436741767764297
3554102,3304706,8.0,0.0,8.0,0.00033816629327471787,0.0,0.00033816629327471787
3554102,3306305,647.0,0.0,647.0,0.027349198968592805,0.0,0.027349198968592805
3554102,4104808,263.0,0.0,263.0,0.011117216891406349,0.0,0.011117216891406349
3554102,4106902,1140.0,0.0,1140.0,0.04818869679164729,0.0,0.04818869679164729
3554102,4108304,181.0,0.0,181.0,0.007651012385340491,0.0,0.007651012385340491
3554102,4113700,954.0,0.0,954.0,0.040326330473010104,0.0,0.040326330473010104
3554102,4115200,662.0,0.0,662.0,0.0279832607684829,0.0,0.0279832607684829
3554102,4119905,179.0,0.0,179.0,0.007566470812021811,0.0,0.007566470812021811
3554102,4314902,557.0,0.0,557.0,0.02354482816925223,0.0,0.02354482816925223
3554102,5208707,693.0,0.0,693.0,0.029293655154922434,0.0,0.029293655154922434
3554102,5211503,20.0,0.0,20.0,0.0008454157331867946,0.0,0.0008454157331867946
3554300,3509502,184.0,0.0,184.0,0.013752896330069512,0.0,0.013752896330069512
3554300,3541406,6416.0,0.0,6416.0,0.47955751550938036,0.0,0.47955751550938036
3554300,3550308,545.0,0.0,545.0,0.04073548097765154,0.0,0.04073548097765154
3554300,4105904,421.0,0.0,421.0,0.031467224755213394,0.0,0.031467224755213394
3554300,4115200,1072.0,0.0,1072.0,0.08012556992301367,0.0,0.08012556992301367
3554300,4117107,108.0,0.0,108.0,0.008072352193736452,0.0,0.008072352193736452
3554300,4118105,238.0,0.0,238.0,0.017789072426937738,0.0,0.017789072426937738
3554656,3522307,41.0,0.0,41.0,0.08384458077709611,0.0,0.08384458077709611
3554706,3506003,197.0,0.0,197.0,0.08174273858921162,0.0,0.08174273858921162
3554706,3509502,140.0,0.0,140.0,0.058091286307053944,0.0,0.058091286307053944
3554706,3525904,34.0,0.0,34.0,0.014107883817427386,0.0,0.014107883817427386
3554706,3538709,387.0,0.0,387.0,0.16058091286307055,0.0,0.16058091286307055
3554706,3550308,550.0,0.0,550.0,0.22821576763485477,0.0,0.22821576763485477
3554706,3550407,85.0,0.0,85.0,0.035269709543568464,0.0,0.035269709543568464
3554953,3501905,658.0,0.0,658.0,0.6003649635036497,0.0,0.6003649635036497
3555208,3506508,64.0,0.0,64.0,0.12573673870333987,0.0,0.12573673870333987
3555208,3557105,26.0,0.0,26.0,0.05108055009823183,0.0,0.05108055009823183
3555307,3501608,6.0,0.0,6.0,0.02390438247011952,0.0,0.02390438247011952
3555307,3509502,27.0,0.0,27.0,0.10756972111553785,0.0,0.10756972111553785
3555307,3546603,21.0,0.0,21.0,0.08366533864541832,0.0,0.08366533864541832
3555307,3549805,35.0,0.0,35.0,0.1394422310756972,0.0,0.1394422310756972
3555307,3550308,36.0,0.0,36.0,0.14342629482071714,0.0,0.14342629482071714
3555356,3506003,34.0,0.0,34.0,0.04392764857881137,0.0,0.04392764857881137
3555356,3538907,17.0,0.0,17.0,0.021963824289405683,0.0,0.021963824289405683
3555356,3549805,74.0,0.0,74.0,0.09560723514211886,0.0,0.09560723514211886
3555406,3304557,2158.0,0.0,2158.0,0.40261194029850744,0.0,0.40261194029850744
3555505,3506003,210.0,0.0,210.0,0.34539473684210525,0.0,0.34539473684210525
3555505,3538907,34.0,0.0,34.0,0.05592105263157895,0.0,0.05592105263157895
3555703,3549805,123.0,0.0,123.0,0.5040983606557377,0.0,0.5040983606557377
3555802,3501608,25.0,0.0,25.0,0.010121457489878543,0.0,0.010121457489878543
3555802,3503208,26.0,0.0,26.0,0.010526315789473684,0.0,0.010526315789473684
3555802,3509502,49.0,0.0,49.0,0.019838056680161944,0.0,0.019838056680161944
3555802,3515509,381.0,0.0,381.0,0.154251012145749,0.0,0.154251012145749
3555802,3524808,811.0,0.0,811.0,0.3283400809716599,0.0,0.3283400809716599
3555802,3525904,13.0,0.0,13.0,0.005263157894736842,0.0,0.005263157894736842
3555802,3526902,18.0,0.0,18.0,0.0072874493927125505,0.0,0.0072874493927125505
3555802,3543907,23.0,0.0,23.0,0.00931174089068826,0.0,0.00931174089068826
3555802,3546603,431.0,0.0,431.0,0.17449392712550607,0.0,0.17449392712550607
3555802,3548906,5.0,0.0,5.0,0.0020242914979757085,0.0,0.0020242914979757085
3555802,3549805,219.0,0.0,219.0,0.08866396761133603,0.0,0.08866396761133603
3555802,3550308,106.0,0.0,106.0,0.04291497975708502,0.0,0.04291497975708502
3555802,3557105,121.0,0.0,121.0,0.048987854251012146,0.0,0.048987854251012146
3555901,3506003,36.0,0.0,36.0,0.3076923076923077,0.0,0.3076923076923077
