cod_mun_origem,cod_mun_destino,total_passagens_2019,total_passagens_2020,tempo_medio_2019,tempo_medio_2020
3143302,3136702,29.0,,-2,
2307304,4119905,29.0,,-2,
1504208,3529005,29.0,,-2,
4208807,2105302,29.0,,-2,
1600303,5003702,29.0,,-2,
2408003,4113700,29.0,,-2,
4205407,2919306,29.0,,-2,
4113700,2408003,29.0,,-2,
1400100,2408003,29.0,,-2,
4104808,2304251,29.0,,-2,
3502804,1506807,29.0,,-2,
4204202,1500602,29.0,,-2,
1100049,3143302,29.0,,-2,
2913606,1506807,29.0,,-2,
2611101,5003207,29.0,,-2,
4104808,2504009,29.0,,-2,
2504009,4104808,29.0,,-2,
4205407,5101803,29.0,,-2,
3170107,1506807,29.0,,-2,
2111300,1100304,29.0,,-2,
1600303,3170107,29.0,,-2,
2611101,4314407,29.0,,-2,
2211001,1200203,29.0,,-2,
2800308,3170701,28.0,,-2,
3506003,2931350,28.0,,-2,
2408003,1100049,28.0,,-2,
2919306,3205309,28.0,,-2,
4209102,2931350,28.0,,-2,
5218805,2211001,28.0,,-2,
2931350,4113700,28.0,,-2,
3549805,4119905,28.0,,-2,
1721000,4322400,28.0,,-2,
2111300,2408003,28.0,,-2,
2903201,3143302,28.0,,-2,
2611606,2304251,28.0,,-2,
4104808,3502804,28.0,,-2,
2611101,5100250,28.0,,-2,
4115200,2931350,28.0,,-2,
2408003,1501402,28.0,,-2,
2913606,4314100,28.0,,-2,
2504009,1100049,28.0,,-2,
3301009,3170206,28.0,,-2,
4104808,3127701,28.0,,-2,
1505536,2704302,28.0,,-2,
4208807,2925303,28.0,,-2,
3127701,2611101,28.0,,-2,
1506807,3127701,28.0,,-2,
4317509,3543402,28.0,,-2,
3301009,3549904,28.0,,-2,
1304203,4205407,28.0,,-2,
2507507,2931350,28.0,,-2,
1505536,2211001,28.0,,-2,
5003702,5107909,28.0,,-2,
5003702,2105302,28.0,,-2,
5101803,4205407,28.0,,-2,
3127701,3506003,28.0,,-2,
1721000,4208807,28.0,,-2,
2611101,1304062,28.0,,-2,
1600303,2913606,28.0,,-2,
1302603,2903201,28.0,,-2,
1100122,1721000,28.0,,-2,
1302603,1100049,28.0,,-2,
3506003,1504208,28.0,,-2,
1200401,3136702,28.0,,-2,
1506807,2913606,28.0,,-2,
3170701,3509502,27.0,,-2,
4104808,4316907,27.0,,-2,
2408102,4119905,27.0,,-2,
3529005,4316907,27.0,,-2,
5101803,3549805,27.0,,-2,
5003207,3136702,27.0,,-2,
3529005,2304251,27.0,,-2,
2800308,1100304,27.0,,-2,
1304203,4208203,27.0,,-2,
3136702,3143302,27.0,,-2,
4119905,2408102,27.0,,-2,
2211001,4316907,27.0,,-2,
4317509,3205309,27.0,,-2,
2611101,4316907,27.0,,-2,
3301009,2611606,27.0,,-2,
5100250,2913606,27.0,,-2,
2304251,1721000,27.0,,-2,
2933307,3143302,27.0,,-2,
5008305,4209102,27.0,,-2,
2927408,1304203,27.0,,-2,
3301009,3502804,27.0,,-2,
4209102,3301009,27.0,,-2,
1400100,5204508,27.0,,-2,
3170107,1600303,27.0,,-2,
4305108,1400100,27.0,,-2,
3127701,1100122,27.0,,-2,
1504208,1100049,27.0,,-2,
2307304,2925303,27.0,,-2,
4208807,2408003,27.0,,-2,
2925303,2307304,27.0,,-2,
2611101,3127701,27.0,,-2,
3205309,1200203,27.0,,-2,
1200203,2211001,27.0,,-2,
2105302,5008305,27.0,,-2,
2605459,1504208,26.0,9.0,-2,-2
3549904,2925303,26.0,,-2,
3170701,3550308,26.0,,-2,
3170206,3170701,26.0,,-2,
4113700,5204508,26.0,,-2,
3506003,5218805,26.0,,-2,
2931350,4108304,26.0,,-2,
4322400,3506003,26.0,,-2,
3127701,3541406,26.0,,-2,
4316907,3502804,26.0,,-2,
5218805,4208807,26.0,,-2,
5101803,4115200,26.0,,-2,
3301009,4209102,26.0,,-2,
3549805,2207702,26.0,,-2,
4104808,2408003,26.0,,-2,
3136702,1100049,26.0,,-2,
4106902,1304203,26.0,,-2,
4104808,1304062,26.0,,-2,
4108304,2931350,26.0,,-2,
4305108,4104808,26.0,,-2,
4106902,2932903,26.0,,-2,
4317509,2704302,26.0,,-2,
1721000,5100250,26.0,,-2,
3301009,2927408,26.0,,-2,
2304400,2919306,26.0,,-2,
1600303,1100049,26.0,,-2,
3205309,4317509,26.0,,-2,
2931350,2211001,26.0,,-2,
5101803,1501402,26.0,,-2,
3136702,1100122,26.0,,-2,
1505536,2307304,26.0,,-2,
3541406,1506807,26.0,,-2,
3127701,2704302,26.0,,-2,
2507507,5218805,26.0,,-2,
1500602,5008305,26.0,,-2,
2307304,1505536,26.0,,-2,
2800308,1200203,26.0,,-2,
2704302,1505536,26.0,,-2,
5008305,1302603,26.0,,-2,
3136702,1200401,26.0,,-2,
2507507,1200203,26.0,,-2,
2105302,1200401,26.0,,-2,
1600303,2605459,25.0,30.0,-2,-2
4205407,3170701,25.0,,-2,
4316907,4104808,25.0,,-2,
2211001,4322400,25.0,,-2,
3549904,3301009,25.0,,-2,
2913606,1100304,25.0,,-2,
5100250,2933307,25.0,,-2,
1100049,4314407,25.0,,-2,
5107909,2504009,25.0,,-2,
1100049,5003702,25.0,,-2,
2931350,4115200,25.0,,-2,
1505536,2933307,25.0,,-2,
1721000,2304251,25.0,,-2,
5204508,1501402,25.0,,-2,
2307304,4305108,25.0,,-2,
5218805,2925303,25.0,,-2,
2800308,5204508,25.0,,-2,
2307304,2913606,25.0,,-2,
3170107,4104808,25.0,,-2,
1506807,3506003,25.0,,-2,
4104808,3170107,25.0,,-2,
1304062,3136702,25.0,,-2,
5300108,5101803,25.0,,-2,
1304062,3550308,25.0,,-2,
1200203,2111300,25.0,,-2,
1505536,1400100,25.0,,-2,
1400100,2933307,25.0,,-2,
1200401,2105302,25.0,,-2,
1504208,2605459,24.0,18.0,-2,-2
3549904,2304400,24.0,,-2,
3541406,2931350,24.0,,-2,
4322400,2925303,24.0,,-2,
2304400,3549904,24.0,,-2,
5300108,3104007,24.0,,-2,
4316907,2925303,24.0,,-2,
3502804,2408003,24.0,,-2,
2304400,5101803,24.0,,-2,
4115200,3170107,24.0,,-2,
2605459,2933307,24.0,,-2,
3502804,3127701,24.0,,-2,
2307304,4314407,24.0,,-2,
2408003,1721000,24.0,,-2,
1100205,1200203,24.0,,-2,
2507507,5008305,24.0,,-2,
1504208,2504009,24.0,,-2,
3143302,4316907,24.0,,-2,
2933307,1100304,24.0,,-2,
4316907,5107909,24.0,,-2,
3205309,3301009,24.0,,-2,
3506003,2304251,24.0,,-2,
2105302,4208807,24.0,,-2,
2307304,4322400,24.0,,-2,
3170206,2207702,24.0,,-2,
3502804,4316907,24.0,,-2,
1721000,4316907,24.0,,-2,
4317509,3549805,24.0,,-2,
5003702,1100122,24.0,,-2,
1304062,3549805,24.0,,-2,
2903201,2211001,24.0,,-2,
2507507,1304062,24.0,,-2,
2903201,1302603,24.0,,-2,
5008305,1100205,24.0,,-2,
1600303,3136702,24.0,,-2,
2408102,1304062,24.0,,-2,
2605459,3506003,24.0,,-2,
2933307,1400100,24.0,,-2,
1303403,1500602,23.0,2.0,-2,-2
3549904,4106902,23.0,,-2,
3529005,4208807,23.0,,-2,
5101803,2925303,23.0,,-2,
1721000,2408003,23.0,,-2,
2704302,5101803,23.0,,-2,
2925303,2611101,23.0,,-2,
2800308,2931350,23.0,,-2,
5101803,4104808,23.0,,-2,
2408003,1504208,23.0,,-2,
4316907,1100049,23.0,,-2,
2507507,4314407,23.0,,-2,
1100205,4322400,23.0,,-2,
4322400,3549805,23.0,,-2,
1506807,3502804,23.0,,-2,
1505536,3541406,23.0,,-2,
2903201,3529005,23.0,,-2,
4314100,1100122,23.0,,-2,
3143302,1100304,23.0,,-2,
5003207,2611101,23.0,,-2,
5218805,5003702,23.0,,-2,
4104808,4305108,23.0,,-2,
2304251,4204202,23.0,,-2,
1600303,2931350,23.0,,-2,
2304400,3301009,23.0,,-2,
4113700,5003702,23.0,,-2,
3170206,1200203,23.0,,-2,
5008305,2408102,23.0,,-2,
4314100,5100250,23.0,,-2,
4113700,1500602,23.0,,-2,
4104808,1200401,23.0,,-2,
2304251,2611606,23.0,,-2,
5107909,1506807,23.0,,-2,
1500602,2507507,22.0,34.0,-2,-2
1506807,2605459,22.0,13.0,-2,-2
5107909,5101803,22.0,,-2,
5300108,3549904,22.0,,-2,
3506003,3543402,22.0,,-2,
4305108,3506003,22.0,,-2,
2211001,5218805,22.0,,-2,
1200203,1100205,22.0,,-2,
2408003,3170107,22.0,,-2,
3143302,5204508,22.0,,-2,
2207702,4208203,22.0,,-2,
5008305,2507507,22.0,,-2,
2932903,5300108,22.0,,-2,
3506003,4322400,22.0,,-2,
5218805,1302603,22.0,,-2,
3301009,5103403,22.0,,-2,
1302603,3170701,22.0,,-2,
5103403,1304203,22.0,,-2,
2504009,5107909,22.0,,-2,
3543402,4317509,22.0,,-2,
2903201,1504208,22.0,,-2,
5003702,1100049,22.0,,-2,
4108304,5003207,22.0,,-2,
3549805,4322400,22.0,,-2,
3529005,2105302,22.0,,-2,
2903201,2925303,22.0,,-2,
1400100,5100250,22.0,,-2,
3506003,2903201,22.0,,-2,
2903201,2111300,22.0,,-2,
2304251,1302603,22.0,,-2,
1100205,5008305,22.0,,-2,
2105302,1721000,22.0,,-2,
1400100,3136702,22.0,,-2,
5107909,4305108,21.0,,-2,
2919306,2408102,21.0,,-2,
4314407,1100049,21.0,,-2,
2408003,3502804,21.0,,-2,
3205309,1304203,21.0,,-2,
1500602,5003207,21.0,,-2,
2903201,5003702,21.0,,-2,
2304251,3506003,21.0,,-2,
1100304,3143302,21.0,,-2,
1600303,5003207,21.0,,-2,
4208807,3541406,21.0,,-2,
5204508,2800308,21.0,,-2,
3170206,3301009,21.0,,-2,
2932903,4106902,21.0,,-2,
5003207,4115200,21.0,,-2,
2105302,2611101,21.0,,-2,
1100122,4314100,21.0,,-2,
3549805,3301009,21.0,,-2,
4113700,4317509,21.0,,-2,
3549805,3543402,21.0,,-2,
4115200,5003207,21.0,,-2,
5002704,1304203,21.0,,-2,
4314407,2611101,21.0,,-2,
3506003,2504009,21.0,,-2,
1200203,4115200,21.0,,-2,
3543402,3549805,21.0,,-2,
4115200,1200203,21.0,,-2,
1501402,5101803,21.0,,-2,
1200401,4104808,21.0,,-2,
4208203,1200203,21.0,,-2,
2605459,3143302,20.0,4.0,-2,-2
4106902,3549904,20.0,,-2,
5002704,3170701,20.0,,-2,
2408003,2211001,20.0,,-2,
3136702,5218805,20.0,,-2,
3143302,5101803,20.0,,-2,
3104007,5300108,20.0,,-2,
2925303,4316907,20.0,,-2,
5218805,3541406,20.0,,-2,
3301009,2304400,20.0,,-2,
4119905,2307304,20.0,,-2,
3170107,2408003,20.0,,-2,
3170701,1302603,20.0,,-2,
4209102,2932903,20.0,,-2,
5100250,2925303,20.0,,-2,
5002704,2207702,20.0,,-2,
4322400,3502804,20.0,,-2,
1302603,2207702,20.0,,-2,
3301009,3143302,20.0,,-2,
4204202,5003207,20.0,,-2,
2800308,2903201,20.0,,-2,
4305108,2307304,20.0,,-2,
2111300,2919306,20.0,,-2,
4322400,4113700,20.0,,-2,
5107909,4317509,20.0,,-2,
4113700,1505536,20.0,,-2,
1500602,2913606,20.0,,-2,
5218805,2507507,20.0,,-2,
4314100,2913606,20.0,,-2,
5204508,3143302,20.0,,-2,
2800308,4314407,20.0,,-2,
3170206,1304203,20.0,,-2,
4209102,2207702,20.0,,-2,
3529005,2903201,20.0,,-2,
5003207,4204202,20.0,,-2,
4204202,2931350,20.0,,-2,
5008305,2111300,20.0,,-2,
2408003,4104808,20.0,,-2,
1100205,2207702,20.0,,-2,
5100250,4314100,20.0,,-2,
2925303,5100250,20.0,,-2,
5103403,5218805,20.0,,-2,
3506003,1505536,20.0,,-2,
1500602,3170107,20.0,,-2,
3506003,2605459,20.0,,-2,
2307304,1500602,19.0,26.0,-2,-2
3143302,2605459,19.0,4.0,-2,-2
3541406,2207702,19.0,,-2,
5107909,2408003,19.0,,-2,
5107909,4119905,19.0,,-2,
1100304,4305108,19.0,,-2,
2931350,4204202,19.0,,-2,
3529005,2504009,19.0,,-2,
3541406,1505536,19.0,,-2,
4322400,2211001,19.0,,-2,
3136702,1600303,19.0,,-2,
5101803,5300108,19.0,,-2,
1100122,4314407,19.0,,-2,
1302603,5218805,19.0,,-2,
2111300,2931350,19.0,,-2,
2932903,3170206,19.0,,-2,
2931350,2111300,19.0,,-2,
2408003,3506003,19.0,,-2,
1100122,3136702,19.0,,-2,
4314407,1302603,19.0,,-2,
2704302,1304062,19.0,,-2,
2111300,5008305,19.0,,-2,
2913606,2504009,19.0,,-2,
1100122,5003702,19.0,,-2,
4317509,1100304,19.0,,-2,
1302603,2304251,19.0,,-2,
2408102,4314407,19.0,,-2,
5003207,2704302,19.0,,-2,
2105302,5107909,19.0,,-2,
3506003,1500602,19.0,,-2,
3127701,2307304,19.0,,-2,
1721000,2105302,19.0,,-2,
1500602,2307304,18.0,35.0,-2,-2
4316907,2933307,18.0,,-2,
5101803,3143302,18.0,,-2,
5003702,4305108,18.0,,-2,
1721000,3170701,18.0,,-2,
3170701,2800308,18.0,,-2,
2408003,2925303,18.0,,-2,
4115200,5101803,18.0,,-2,
1304203,3506003,18.0,,-2,
2408102,2919306,18.0,,-2,
3170701,1721000,18.0,,-2,
5218805,2111300,18.0,,-2,
3506003,1304203,18.0,,-2,
4113700,2931350,18.0,,-2,
4208807,3170107,18.0,,-2,
1304203,3205309,18.0,,-2,
2919306,2507507,18.0,,-2,
4322400,1100205,18.0,,-2,
5008305,5107909,18.0,,-2,
3502804,3301009,18.0,,-2,
4314100,1100049,18.0,,-2,
2207702,4209102,18.0,,-2,
4322400,3529005,18.0,,-2,
2933307,1505536,18.0,,-2,
4314407,2800308,18.0,,-2,
2932903,4205407,18.0,,-2,
5008305,4108304,18.0,,-2,
2504009,2913606,18.0,,-2,
1100122,1504208,18.0,,-2,
5107909,2105302,18.0,,-2,
3205309,2919306,18.0,,-2,
5300108,2919306,18.0,,-2,
5008305,4314100,18.0,,-2,
1304062,4113700,18.0,,-2,
1100122,3127701,18.0,,-2,
2925303,1505536,18.0,,-2,
2307304,1304062,18.0,,-2,
2611101,5008305,18.0,,-2,
3170107,1500602,18.0,,-2,
1304203,5002704,18.0,,-2,
5204508,4305108,17.0,,-2,
2925303,5101803,17.0,,-2,
4108304,5008305,17.0,,-2,
1100049,4316907,17.0,,-2,
4108304,4322400,17.0,,-2,
2931350,3529005,17.0,,-2,
4113700,3502804,17.0,,-2,
4113700,2207702,17.0,,-2,
2504009,2307304,17.0,,-2,
4208807,4314902,17.0,,-2,
4305108,1100304,17.0,,-2,
4104808,1505536,17.0,,-2,
1100304,4317509,17.0,,-2,
2207702,5002704,17.0,,-2,
1504208,2408003,17.0,,-2,
2933307,1500602,17.0,,-2,
1100205,3301009,17.0,,-2,
2919306,5002704,17.0,,-2,
2207702,5103403,17.0,,-2,
2925303,1100304,17.0,,-2,
2408102,4316907,17.0,,-2,
5107909,5003702,17.0,,-2,
3170107,2504009,17.0,,-2,
2304251,4104808,17.0,,-2,
2933307,2913606,17.0,,-2,
2504009,3170107,17.0,,-2,
3205309,2207702,17.0,,-2,
5101803,2611101,17.0,,-2,
5008305,2611101,17.0,,-2,
2611101,5101803,17.0,,-2,
1721000,1500602,16.0,15.0,-2,-2
2903201,3127701,16.0,,-2,
5101803,4209102,16.0,,-2,
3541406,1304203,16.0,,-2,
3301009,4104808,16.0,,-2,
5107909,4314407,16.0,,-2,
1501402,3104007,16.0,,-2,
2933307,2605459,16.0,,-2,
2932903,4209102,16.0,,-2,
2408003,3541406,16.0,,-2,
5218805,2800308,16.0,,-2,
4115200,3301009,16.0,,-2,
1100304,2933307,16.0,,-2,
4119905,5003702,16.0,,-2,
4205407,2932903,16.0,,-2,
5003702,2903201,16.0,,-2,
4104808,4204202,16.0,,-2,
4322400,2307304,16.0,,-2,
1506807,5003207,16.0,,-2,
3301009,3549805,16.0,,-2,
4305108,4108304,16.0,,-2,
5107909,1100049,16.0,,-2,
4115200,1304062,16.0,,-2,
4205407,1304203,16.0,,-2,
5218805,2933307,16.0,,-2,
3543402,2207702,16.0,,-2,
3170107,4208807,16.0,,-2,
2933307,2925303,16.0,,-2,
5003702,3541406,16.0,,-2,
3170107,4209102,16.0,,-2,
1400100,5218805,16.0,,-2,
1506807,2931350,16.0,,-2,
2307304,3127701,16.0,,-2,
2207702,3543402,16.0,,-2,
1304203,3170206,16.0,,-2,
3170107,4305108,16.0,,-2,
1200203,4209102,16.0,,-2,
1304062,2704302,16.0,,-2,
2105302,1500602,16.0,,-2,
2931350,1600303,16.0,,-2,
2211001,2903201,16.0,,-2,
2111300,1200203,16.0,,-2,
3143302,3529005,16.0,,-2,
2111300,1100122,16.0,,-2,
1500602,2611101,15.0,23.0,-2,-2
3549904,5300108,15.0,,-2,
4119905,3502804,15.0,,-2,
2704302,3104007,15.0,,-2,
3104007,2611606,15.0,,-2,
2933307,4322400,15.0,,-2,
5003207,4104808,15.0,,-2,
5218805,3143302,15.0,,-2,
5103403,2207702,15.0,,-2,
1100304,2913606,15.0,,-2,
3104007,1501402,15.0,,-2,
2408003,5107909,15.0,,-2,
4208203,1304203,15.0,,-2,
3136702,2933307,15.0,,-2,
2913606,5100250,15.0,,-2,
4305108,5003702,15.0,,-2,
4115200,4322400,15.0,,-2,
3502804,4113700,15.0,,-2,
3143302,2207702,15.0,,-2,
5204508,5002704,15.0,,-2,
3170701,2408102,15.0,,-2,
3127701,1506807,15.0,,-2,
5003207,3541406,15.0,,-2,
2933307,5100250,15.0,,-2,
4113700,1304062,15.0,,-2,
1504208,1100122,15.0,,-2,
2611101,2931350,15.0,,-2,
3529005,4322400,15.0,,-2,
2931350,2611101,15.0,,-2,
4322400,2800308,15.0,,-2,
1100049,2304251,15.0,,-2,
1504208,5003207,15.0,,-2,
2105302,3170107,15.0,,-2,
2919306,5300108,15.0,,-2,
4305108,3529005,15.0,,-2,
3529005,3143302,15.0,,-2,
3506003,2207702,15.0,,-2,
3506003,4115200,15.0,,-2,
1504208,3506003,15.0,,-2,
1200203,4113700,15.0,,-2,
5003207,2111300,15.0,,-2,
1500602,1303403,14.0,2.0,-2,-2
2933307,4314407,14.0,,-2,
3529005,2931350,14.0,,-2,
3170206,2932903,14.0,,-2,
4113700,2919306,14.0,,-2,
3541406,2408003,14.0,,-2,
2925303,4119905,14.0,,-2,
2408003,2111300,14.0,,-2,
2507507,3170701,14.0,,-2,
2207702,4113700,14.0,,-2,
4208807,3506003,14.0,,-2,
1100049,4314100,14.0,,-2,
3529005,4317509,14.0,,-2,
4305108,3170107,14.0,,-2,
4204202,4104808,14.0,,-2,
5003207,2925303,14.0,,-2,
2919306,2925303,14.0,,-2,
2933307,3136702,14.0,,-2,
1304203,3541406,14.0,,-2,
4104808,5101803,14.0,,-2,
1505536,4104808,14.0,,-2,
1504208,1505536,14.0,,-2,
3541406,5003702,14.0,,-2,
2925303,2903201,14.0,,-2,
2919306,3543402,14.0,,-2,
2903201,2800308,14.0,,-2,
2504009,1504208,14.0,,-2,
2919306,5103403,14.0,,-2,
5204508,1400100,14.0,,-2,
1200203,4204202,14.0,,-2,
3529005,1500602,14.0,,-2,
1304062,4104808,14.0,,-2,
3301009,1501402,14.0,,-2,
1721000,3301009,14.0,,-2,
1500602,3136702,14.0,,-2,
5003702,1100304,14.0,,-2,
2408003,3529005,14.0,,-2,
4115200,3506003,14.0,,-2,
4317509,3529005,14.0,,-2,
2611101,2105302,14.0,,-2,
5100250,1506807,14.0,,-2,
5100250,3136702,14.0,,-2,
2913606,5003702,14.0,,-2,
5100250,2105302,14.0,,-2,
1100304,1400100,14.0,,-2,
1200203,3205309,14.0,,-2,
2605459,4104808,14.0,,-2,
1501402,3301009,14.0,,-2,
2925303,1500602,14.0,,-2,
1600303,3127701,14.0,,-2,
1304062,1721000,14.0,,-2,
2925303,2304251,14.0,,-2,
2605459,1600303,13.0,29.0,-2,-2
2605459,2504009,13.0,,-2,
3549904,3127701,13.0,,-2,
4209102,5101803,13.0,,-2,
2507507,2919306,13.0,,-2,
3506003,4305108,13.0,,-2,
2408102,5101803,13.0,,-2,
5218805,3529005,13.0,,-2,
5101803,3170206,13.0,,-2,
3104007,4314902,13.0,,-2,
2931350,2800308,13.0,,-2,
2408003,4108304,13.0,,-2,
4108304,2408003,13.0,,-2,
4314902,4208807,13.0,,-2,
3301009,4115200,13.0,,-2,
3301009,4113700,13.0,,-2,
4208203,2919306,13.0,,-2,
3506003,3301009,13.0,,-2,
4314407,1100122,13.0,,-2,
2408102,2408003,13.0,,-2,
2504009,3529005,13.0,,-2,
2408003,5003702,13.0,,-2,
2408003,2304400,13.0,,-2,
3506003,4113700,13.0,,-2,
3543402,2919306,13.0,,-2,
2919306,4208203,13.0,,-2,
1506807,4209102,13.0,,-2,
4314100,1200401,13.0,,-2,
5107909,4322400,13.0,,-2,
1501402,2919306,13.0,,-2,
5008305,3136702,13.0,,-2,
1506807,3529005,13.0,,-2,
2913606,1100122,13.0,,-2,
5002704,5204508,13.0,,-2,
5003207,1600303,13.0,,-2,
2408102,5008305,13.0,,-2,
1304062,2611101,13.0,,-2,
5100250,1600303,13.0,,-2,
2800308,2304251,13.0,,-2,
1500602,3529005,13.0,,-2,
1506807,2903201,13.0,,-2,
1200401,2933307,13.0,,-2,
2304400,2304251,12.0,,-2,
2304251,2304400,12.0,,-2,
3127701,3549904,12.0,,-2,
3502804,4119905,12.0,,-2,
4314902,3104007,12.0,,-2,
4322400,2933307,12.0,,-2,
3170206,5101803,12.0,,-2,
4119905,2925303,12.0,,-2,
4209102,2919306,12.0,,-2,
1100049,4305108,12.0,,-2,
4316907,3541406,12.0,,-2,
3143302,2932903,12.0,,-2,
5218805,4316907,12.0,,-2,
4317509,3506003,12.0,,-2,
1100304,5003702,12.0,,-2,
2931350,4208807,12.0,,-2,
2925303,5218805,12.0,,-2,
1400100,4119905,12.0,,-2,
2919306,2304400,12.0,,-2,
3506003,4317509,12.0,,-2,
1501402,3549904,12.0,,-2,
1304062,4115200,12.0,,-2,
4209102,2903201,12.0,,-2,
3529005,2408003,12.0,,-2,
1600303,4305108,12.0,,-2,
1302603,4119905,12.0,,-2,
1500602,4314100,12.0,,-2,
4322400,4115200,12.0,,-2,
1500602,2504009,12.0,,-2,
2611101,3301009,12.0,,-2,
3301009,1100205,12.0,,-2,
4204202,1505536,12.0,,-2,
3502804,5101803,12.0,,-2,
3301009,3205309,12.0,,-2,
1500602,4208807,12.0,,-2,
1200203,1506807,12.0,,-2,
4316907,2408102,12.0,,-2,
5003207,1504208,12.0,,-2,
1302603,5204508,12.0,,-2,
2913606,1100049,12.0,,-2,
3543402,3529005,12.0,,-2,
3170206,5218805,12.0,,-2,
3549805,4317509,12.0,,-2,
2932903,3543402,12.0,,-2,
1600303,5100250,12.0,,-2,
1100122,4208807,12.0,,-2,
1400100,1100304,12.0,,-2,
4113700,1200203,12.0,,-2,
1304062,4209102,12.0,,-2,
3529005,1506807,12.0,,-2,
4108304,5218805,12.0,,-2,
4209102,1506807,12.0,,-2,
5003207,3550308,12.0,,-2,
2408003,2507507,11.0,,-2,
2933307,4316907,11.0,,-2,
3170107,2932903,11.0,,-2,
3529005,5101803,11.0,,-2,
4113700,4322400,11.0,,-2,
3541406,4316907,11.0,,-2,
4119905,3143302,11.0,,-2,
3170701,2507507,11.0,,-2,
3541406,3549805,11.0,,-2,
1100304,3136702,11.0,,-2,
3529005,5003207,11.0,,-2,
2800308,4316907,11.0,,-2,
4314100,5101803,11.0,,-2,
5218805,4108304,11.0,,-2,
2504009,2933307,11.0,,-2,
4305108,1100049,11.0,,-2,
4209102,4316907,11.0,,-2,
4113700,3506003,11.0,,-2,
4314407,5107909,11.0,,-2,
2304251,1100049,11.0,,-2,
4115200,4317509,11.0,,-2,
2105302,5003207,11.0,,-2,
5100250,4317509,11.0,,-2,
4317509,4115200,11.0,,-2,
4316907,2800308,11.0,,-2,
3502804,4322400,11.0,,-2,
2605459,3529005,11.0,,-2,
4108304,5101803,11.0,,-2,
3136702,1100304,11.0,,-2,
3170107,2105302,11.0,,-2,
3136702,5100250,11.0,,-2,
5204508,5300108,11.0,,-2,
2933307,5008305,11.0,,-2,
2925303,2933307,11.0,,-2,
3529005,4305108,11.0,,-2,
5100250,1504208,11.0,,-2,
2304400,2408003,11.0,,-2,
5107909,2903201,11.0,,-2,
1200401,1505536,11.0,,-2,
5107909,2913606,11.0,,-2,
2111300,4314407,11.0,,-2,
1304203,2408102,11.0,,-2,
2111300,5003207,11.0,,-2,
2611101,1505536,11.0,,-2,
2605459,1506807,10.0,12.0,-2,-2
5218805,4305108,10.0,,-2,
2504009,2605459,10.0,,-2,
4208807,2931350,10.0,,-2,
2507507,2408003,10.0,,-2,
3541406,5218805,10.0,,-2,
5107909,1100304,10.0,,-2,
2919306,4209102,10.0,,-2,
1304203,1600303,10.0,,-2,
2307304,2504009,10.0,,-2,
3143302,3301009,10.0,,-2,
1100122,4119905,10.0,,-2,
3549904,3543402,10.0,,-2,
3529005,3543402,10.0,,-2,
4316907,3143302,10.0,,-2,
5204508,3136702,10.0,,-2,
2111300,1304203,10.0,,-2,
4209102,3170107,10.0,,-2,
5204508,4104808,10.0,,-2,
2933307,2304251,10.0,,-2,
3502804,1505536,10.0,,-2,
4305108,5100250,10.0,,-2,
1100205,5003207,10.0,,-2,
4119905,2933307,10.0,,-2,
2919306,3170206,10.0,,-2,
3506003,5003207,10.0,,-2,
2913606,4305108,10.0,,-2,
5101803,2307304,10.0,,-2,
2800308,4322400,10.0,,-2,
2919306,1302603,10.0,,-2,
1505536,4204202,10.0,,-2,
2800308,5218805,10.0,,-2,
4305108,1600303,10.0,,-2,
1505536,3502804,10.0,,-2,
5003207,3506003,10.0,,-2,
4322400,2408102,10.0,,-2,
1304062,4314100,10.0,,-2,
4209102,1304062,10.0,,-2,
3549805,2919306,10.0,,-2,
4104808,1304203,10.0,,-2,
2504009,1500602,10.0,,-2,
4108304,1304203,10.0,,-2,
3543402,2932903,10.0,,-2,
1506807,1200203,10.0,,-2,
1100122,2913606,10.0,,-2,
1501402,5204508,10.0,,-2,
2605459,5003207,10.0,,-2,
1100205,2304251,10.0,,-2,
5008305,4204202,10.0,,-2,
1100049,2105302,10.0,,-2,
1100049,1506807,10.0,,-2,
1721000,1304062,10.0,,-2,
1100122,2105302,10.0,,-2,
5103403,5204508,10.0,,-2,
2611101,4317509,10.0,,-2,
2105302,1100049,10.0,,-2,
3136702,2105302,10.0,,-2,
2903201,3549904,9.0,,-2,
3104007,2925303,9.0,,-2,
5100250,2504009,9.0,,-2,
3549904,4104808,9.0,,-2,
4204202,4208807,9.0,,-2,
3143302,5218805,9.0,,-2,
3549805,3541406,9.0,,-2,
3104007,2704302,9.0,,-2,
2913606,2919306,9.0,,-2,
2913606,3170701,9.0,,-2,
5101803,2507507,9.0,,-2,
3104007,2507507,9.0,,-2,
3549805,3506003,9.0,,-2,
4104808,5204508,9.0,,-2,
4208203,3170701,9.0,,-2,
3301009,3529005,9.0,,-2,
2211001,3170701,9.0,,-2,
5003702,2408003,9.0,,-2,
4316907,4209102,9.0,,-2,
4119905,4205407,9.0,,-2,
5003207,1100205,9.0,,-2,
3170701,2307304,9.0,,-2,
2105302,5100250,9.0,,-2,
2304400,3104007,9.0,,-2,
1100304,2903201,9.0,,-2,
5107909,4316907,9.0,,-2,
3529005,3301009,9.0,,-2,
1200401,4314100,9.0,,-2,
2304251,2933307,9.0,,-2,
3127701,2913606,9.0,,-2,
1100122,2903201,9.0,,-2,
1200203,4305108,9.0,,-2,
